NOTES FOR MIGRATION TEAM,Name,Description,Region,Type,City,Partners,Image 1,Image 2,Image 3,Image 4,Image 5,Library,Shop,Restaurant,Additional Restaurants ,Bar,Gym,Spa,Jacuzzi,Pool,Sauna ,Steam Room,Massage,Elevator,Laundry,Room Service,Meals Available,Food & Drink Description,WiFi,Phone Signal,Capacity,Year Built,Minimum Age,Check in Time,Check Out Time,Inspected by 1,Date 1,Inspection Notes 1,Inspected by 2,Date 2,Inspection Notes 2,Inspected by 3,Date 3,Inspection Notes 3,What we like about this hotel,We think its worth noting,Recommendations,Swooper,What they say about this accommodation,Video URL,FAQs,"Location
(Ground Accommodation only)",Breakfast End Time,"Check in Time
(with ranges)","Check Out Time
(with ranges)"
,Futangue Hotel,"Futangue is a new hotel and nature reserve seated at the foot of the Andes in Chile's Lake District. Experience the volcanic Puyehue National Park and the biodiversity of the Valdivian rainforest, and roam 110 kilometres of quiet trails of spectacular fauna, untouched flora, mesmerising lakes, and ancient forests.",CL Lakes,Luxury Lodge,Los Rios,Southbound,https://imgix.swoop-patagonia.com/FUT_5_FUT_RTD_Hotel-Futangue-1.jpeg,https://imgix.swoop-patagonia.com/FUT_5_FUT_RTD_Hotel-Futangue-6.jpg,https://imgix.swoop-patagonia.com/FUT_5_FUT_RTD_Hotel-Futangue-8.jpg,https://imgix.swoop-patagonia.com/FUT_5_FUT_RTD_Hotel-Futangue-9.jpg,https://imgix.swoop-patagonia.com/FUT_5_FUT_RTD_Hotel-Futangue-11.jpg,FALSE,TRUE,TRUE,FALSE,TRUE,Included,Included,No,Included,Included,Included,Included,FALSE,Included,TRUE,"Breakfast, Lunch, Dinner, Snacks",,TRUE,TRUE,52,2021,,15:00:00,12:00:00,Danny,2025-03-01,,Iain,2024-10-01,,Melinda,2024-03-01,,"<ul><li>Host to a secluded network of 110km of trails, based within the Valdivian rainforest, and just outside of the volcanic Puyehue National Park, the scope for out-of-this-world type adventuring is phenomenal.</li><li>Located in Futangue Park, it’s more remote and less crowded than many other options, but it’s still well-connected, with a transfer from Santiago in just three hours, and the opportunity to combine with trips from Puerto Varas to Pucón.</li><li>Unique and elegant in design, Futangue's exterior is characterised by native wood, while the large communal interior spaces celebrate national artists and the Mapuche culture.</li><li>Embrace nature photography opportunities, trek or bike in lush meadows and forests, or pass the magical islands of Lake Ranco navigating by kayak or boat.</li><li>There are great spa facilities with an outdoor lap pool, indoor/outdoor jacuzzi and plenty of lounging areas around the entire hotel.</li></ul>",<ul><li>You have to walk either through the restaurant or around the building to get to the spa.</li><li>It is remote—with nothing around—so you would need a car to get to the town about an hour and a half away.</li></ul>,,Sydney Miller,"There’s a huge network of trails in the park that offer fantastic hiking and biking. There’s even a special trail for Darwin frogs, but we saw plenty of them even in areas where they weren’t expected.",,,,,15:00,12:00
,Green Baker Lodge,"Green Baker Lodge sits among trees just south of Puerto Bertrand on the banks of the Baker River. The lodge is a convenient place to stay consisting of a central guesthouse with five cosy bedrooms and seven simple, comfortable cabins accommodating two to seven people in each. Cabins have their own kitchens, bathrooms and wooden decked terraces. Furniture is made from red Rauli wood, native to the area. Try a hot tub on the riverbank or use the zipline to whizz across the river.",Aysen,Lodge,Puerto Bertrand,Senderos Aysen,https://imgix.swoop-patagonia.com/BAK_4_BAK_RTD_Green-Baker-Lodge-Aysen.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Home Hotel,"Your stylish Buenos Aires escape waits. Relax by the outdoor pool, unwind in the garden, or visit the spa. Choose from cool, comfortable rooms - some with spa baths and city views. Start your day with a delicious breakfast with fresh juices, croissants, and homemade treats. The hotel restaurant offers international cuisine and local flavours, plus their famous daily brunch. The trendy Serrano Square craft fair is a 10-block walk, and there's a polo court 12 blocks away.",Buenos Aires,Premium Boutique Hotel,Buenos Aires,H&T,https://imgix.swoop-patagonia.com/SWO_RTD_4_Home-Hotel.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hospedaje La Casona,"After winding your way down the switchbacks heading south on the Carretera Austral from the Cerro Castillo mountain range, you take a left at the first junction to arrive at this simple, homely guesthouse just off the main route. Wonderful mountain views and rolling fields await you at La Casona, run by your friendly host, Mary. Just 10 minutes' drive away in Villa Cerro Castillo you can find a few small shops and restaurants. Make the most of the stunning scenery by following trekking trails, exploring on horseback or just relaxing in this bucolic setting. It's a perfect for road trippers and hikers alike.",Aysen,Standard Hotel,Villa Cerro Castillo,Senderos Aysen,https://imgix.swoop-patagonia.com/SWO_4_SallyDodge_ALL_La-Casona-hospadaje-cerro-castillo.JPG,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hostal Gladys,"Great for backpackers, Hostal Gladys has good wifi, comfy beds, great showers and a decent sized breakfast. The decor is more than a little dated and some rooms are poky with no windows, but the staff are friendly and the prices are low.",Aysen,Standard Hotel,Coyhaique,Senderos Aysen,https://imgix.swoop-patagonia.com/HOTEL_3_HOTEL_RTD_Hostal_Gladys_Coyhaique_.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hostería El Paraíso,"This hostería has a cosy and welcoming feel with a small bar. The rooms are basic and simply decorated. It's located close to the bars, restaurants and other amenities. The views of Mt Fitz Roy on a clear day are simply breathtaking.",Los Glaciares,Standard Hotel,El Chalten,Walk Patagonia,https://imgix.swoop-patagonia.com/HOTEL_4_HOTEL_RTD_Hosteria_El_Paraiso.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Almasur,"Hotel Almasur, previously the 'Rey Don Felipe', is set back a little from the hustle and bustle of the centre on a quiet road, but still only a five-minute walk from the main square of Punta Arenas and the Strait. A 4-star refurbished classic of the city, it's a comfortable and convenient resting spot. The helpful staff will ease the stress of travelling and recommend some great eateries nearby. There is Wi-Fi throughout the hotel, as well as a gym and a spa. The breakfast is very good too!",Torres del Paine,Premium Hotel,Punta Arenas,,https://imgix.swoop-patagonia.com/Rey_don_Felipe_Standard_Double.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Ancud,"Hotel Ancud, located on the outskirts of Chiloé's second city, Ancud, brings to life a magnificent building and one of the most beautiful places in the northern Chilean Patagonia. A breathtaking view of the bay and peninsula Lacuy, expect it to provide a pleasant and magical break.",CL Lakes,Standard Hotel,Ancud,Birds Chile,https://imgix.swoop-patagonia.com/TerraceAncud_HotelAncud.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,AWA,"A luxurious hotel located around 25 minutes from the town centre. The property, nestled on the shores of Lago Llanquihue, boasts unbeatable views to the mighty Osorno Volcano when the skies are clear. It is conveniently placed for most of the main excursions in the area, such as the Desolacion hike and the Petrohué Falls. The design of the hotel is perhaps not to everyone's taste, but is certainly unique with plenty of exposed concrete externally and internally, a mixture of modern art and traditional crafts. With just 16 rooms, booking in advance is highly recommended.",CL Lakes,Premium Hotel,Puerto Varas,Birds Chile,https://imgix.swoop-patagonia.com/SWO_4_IAIN_ALL_Hotel-Awa-Puerto-Varas.jpg,,,,,FALSE,TRUE,TRUE,FALSE,TRUE,Included,Included,Included,No,Included,Included,Included,TRUE,Included,TRUE,"Breakfast, Lunch, Dinner, Snacks",,TRUE,TRUE,50,2016,,15:00:00,12:00:00,,,,,,,,,,,,,Melinda Cleaver,"AWA gives you luxury and quality in every sense. It has a super modern feel with huge windows, king-size beds and impressive decor. I loved the spa and communal areas to sit watching the sun go down.",,,,,15:00,12:00
,Hotel Babel Boutique,"Hotel Babel is located in a 200 year old building in the San Telmo district just a stone’s throw from Plaza Dorega. It's combination of old and new features creates a very funky but comfortable setting. The reception is hung with paintings from their artist in residence. A role given to emerging artists who each take a month long turn. The nine rooms are on the ground and first floor, set around a courtyard. Each room has an ensuite bathroom with hot powerful shower and  plenty of mirrors. Suite rooms have king-size bed whilst standard rooms have queen-size.",Buenos Aires,Boutique Hotel,Buenos Aires,H&T,https://imgix.swoop-patagonia.com/HOTEL_4_HOTEL_PRIV_hotelBabelBoutique_.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Bidasoa,"A beautiful and welcoming boutique hotel located near some great restaurants and cafés in a quiet and relaxing part of Santiago. The hotel boasts 87 spacious and well-lit rooms with a homely feel, friendly service from its staff, and ample and verdant outdoor space with a pool for relaxing in the heat of a Santiago summer. Bidasoa is very proud of its sustainable principles and excellent vegan food.",Santiago,Premium Boutique Hotel,Santiago,Southbound,https://imgix.swoop-patagonia.com/SB_4_SB_RTD_HOTEL-BIDASOA.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Cabaña del Lago,"Hotel Cabana del Lago is a family-owned company which since 1980 has grown into one of the leading hotels in the area, which reassures customs and typical German traditions that give a unique character to Puerto Varas. It has 157 guest rooms all with guaranteed views of Lake Llanquihue and the nearby Osorno and Calbuco volcanoes. There is a heated pool making it great for families and relaxing.",CL Lakes,Standard Hotel,Puerto Varas,Birds Chile,https://imgix.swoop-patagonia.com/RoomWithView_CabanosLagos.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Clásico,"Set across the street from the main hub of restaurants of Palermo Hollywood, this is a quirkily designed boutique hotel without the price tag of other upmarket accommodation. It has small, functional but characterful rooms, enthusiastic owners and a great breakfast. A great option for guests looking for a little bit of Buenos Aires character without too much luxury and a great location for evening entertainment.",Buenos Aires,Standard Hotel,Buenos Aires,H&T,https://imgix.swoop-patagonia.com/HOTEL_4_HOTEL_PRIV_Hotel_Clasico.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Cumbres Lastarria,"This a large and modern hotel offering 70 rooms. You can enjoy views of the city from both its restaurant and terrace pool. It's a very comfortable place to stay in this bohemian neighbourhood, surrounded by restaurants, museums and theatres.",Santiago,Premium Hotel,Santiago,Southbound,https://imgix.swoop-patagonia.com/CumbresLastarria-Santiago.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Diego de Almagro,"Comfortable and convenient - the hotel is located on the shores of the Strait of Magellan with an impressive view of the Pacific Ocean. Rooms are spacious and can have either a city or sea view. Take advantage of facilities such as a gym, swimming pool/sauna, and business centre suitable for hosting meetings or events.",Torres del Paine,Standard Hotel,Punta Arenas,,https://imgix.swoop-patagonia.com/ALMAGRO_4_ALMAGRO_RTD_Hotel-Diego-de-Almagro-Punta-Arenas.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Director,"This hotel offers 96 spacious rooms with contemporary minimalist decor in a great location in Vitacura. As well as the excellent service, you can enjoy cooling off in the outdoor pool or unwinding in the sauna. Rooms have views of the mountains and city and some are specially designed for people with reduced mobility.",Santiago,Standard Hotel,Santiago,Southbound,https://imgix.swoop-patagonia.com/DIRECTOR_4_DIRECTOR_RTD_HOTEL-DIRECTOR.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Dreams,"The modern one of the bunch, Hotel Dreams is characterised by its glassy architecture and bustling, large hotel feel. There is a clear emphasis on fun with live evening performances, a fantastic Sky Bar on the eleventh floor and the southernmost casino in the world (in Chile, at least). Guests can also relax in the hydra spa and swim in the infinity swimming pool which flaunts the hotel's privileged views of the Strait of Magellan and Tierra del Fuego and the Mirador Hill ski slopes beyond.",Torres del Paine,Premium Hotel,Punta Arenas,,https://imgix.swoop-patagonia.com/HotelDreams_4_HotelDreams_RTD_Exterior.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Grey,"Look out through floor-to-ceiling windows onto icebergs as they float down the magnificent Lago Grey. In the distance is the Southern Ice Cap and Paine Massif, which descend down to the lake forming the famous Glacier Grey. These are arguably the best views of any hotel in the park, and they continue in the superior rooms where the windows are just as large as in the dining areas. Boat excursions across the lake start here, and just behind the hotel is the trailhead to Mirador Ferrier, the one place nearby that you'll get even better views than in the hotel. Combine Hotel Grey with Hotel Las Torres on a self-drive trip, or use it as a final night stop off in the park after completing the W Trek.",Torres del Paine,Premium Hotel,Torres del Paine,,https://imgix.swoop-patagonia.com/HOTELGREY_4_HOTEL_RTD_Hotel_Grey_dining_.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Kran Kreen,"A great budget option for travellers who want to be well-located between the main square and the cemetery and not too far from some good restaurants and the Strait of Magellan. The rooms are compact, but perfect for a short stay in the city and with the friendly hotel staff, you'll feel well looked after.",Torres del Paine,Standard Hotel,Punta Arenas,,https://imgix.swoop-patagonia.com/KK_4_KK_RTD_HOTEL-KRAN-KREEN.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Ladera,"This hotel is in a great location at the foot of San Cristobal Hill. It's close to many bars and restaurants and only a short walk from the metro station. Sleekly designed, its 36 rooms are practical and well-equipped, and the sun terrace and rooftop pool provide a welcome break from the Santiago heat during summer. It's a great value option for travellers to Santiago, especially those who will be out exploring the city for most of the day.",Santiago,Standard Hotel,Santiago,Southbound,https://imgix.swoop-patagonia.com/SB_4_SB_RTD_HOTEL-LADERA.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
